Date,ETH paid,USD value of ETH paid,Payer,Beneficiary,Transaction hash
09 Jan 2024 16:31:23 GMT,0.2,449.559343034,0x20aca11893ccd208f8b3f8924b9e8636cc2b6b5c,0x20aca11893ccd208f8b3f8924b9e8636cc2b6b5c,0x34bed2b5b7116bbb3f9817aaebe6404fcf77c83c757cd2f2c5cf561962d0e8b9
09 Jan 2024 15:26:11 GMT,0.05,112.728,0xdd694e9e89fa679531571660a3e98f475fa1a4f7,0xdd694e9e89fa679531571660a3e98f475fa1a4f7,0xf9e6b7e5a3a01ec4384742e56b6d3f99386970b6b72432e26d2c410b686b48f5
09 Jan 2024 15:00:23 GMT,1,2254.56,0x1e633155a1bac547b3269d9d0ade3a07e94afbe7,0x1e633155a1bac547b3269d9d0ade3a07e94afbe7,0xb579c5be4766fbaf5464226a238ef5d622b6605688fc25f944ab9479e4ae8d8d
09 Jan 2024 12:29:35 GMT,0.5,1148.0612,0xebcf3d6e84df569483374a2bd9d51696354fed0c,0xebcf3d6e84df569483374a2bd9d51696354fed0c,0x89caf7b7794070d71449d28c4bb5bbf45f60a71e9c399e4b637d49263f28967d
09 Jan 2024 10:39:35 GMT,15,34413.0735,0x91900725667f60032a8139cc7c6d9d55e24fdf51,0x91900725667f60032a8139cc7c6d9d55e24fdf51,0xe1dcfcadc4622bffeac4894b6f7ab54a99c50bb11d3bea534296a8d3d09d1e3c
09 Jan 2024 06:37:35 GMT,1,2309.45796,0x36f4e1803f6ff34562db567f347dea00dec87246,0x36f4e1803f6ff34562db567f347dea00dec87246,0xc201c9633e274b60b89d6f25db07da47d301f78487db553282e6cc40d5efb596
09 Jan 2024 05:38:47 GMT,0.05,115.7554105,0x98515507c070375286efa2eabe67d8ba931a4bcf,0x98515507c070375286efa2eabe67d8ba931a4bcf,0x71c9c4111d93a9b6de2b3a60f62f224a408b25f2e74d13bb6a02f51108936123
08 Jan 2024 22:45:47 GMT,0.02,46.8146,0x39245d4cef276e857ef2633f73707189052f00af,0x39245d4cef276e857ef2633f73707189052f00af,0xa1f1dd80656e9b9aaaf881448b075954ae66deaf9c216c9dc5c124ca9e1bb2eb
08 Jan 2024 16:03:23 GMT,15,34040.09295,0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe,0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe,0xaf505289d340ce611ad7a49aefa91777d48c35cfb588928fd7c0abd17377e162
08 Jan 2024 15:53:47 GMT,4,9095.6,0xfebd2eaefc0272900d999abc3f0b10a2ea690d7c,0xfebd2eaefc0272900d999abc3f0b10a2ea690d7c,0x0acf8e00f4a793be3d50a5a1faa91fa98deb4c0bc9f2fcd8c43d4b7b0087f6f2
